id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
22559829,Condo in Chicago · ★4.62 · 2 bedrooms · 4 beds · 2 baths,164659904,Tova,,West Town,41.90018,-87.66736,Entire home/apt,363,32,34,2018-09-26,0.54,1,0,0,City registration pending
20918966,Rental unit in Chicago · 2 bedrooms · 2 beds · 1 bath,150353780,A,,Irving Park,41.95818,-87.7219,Entire home/apt,90,32,0,,,1,0,0,City registration pending
22559934,Rental unit in Chicago · ★4.84 · 2 bedrooms · 2 beds · 1 bath,4420568,Tom,,West Town,41.903987,-87.670758,Entire home/apt,118,1,161,2023-06-12,2.48,1,333,37,R21000061905
21472296,Rental unit in Chicago · ★5.0 · 2 bedrooms · 2 beds · 2 baths,6259673,Shikha,,West Town,41.90252,-87.6729,Entire home/apt,119,32,13,2020-02-16,0.21,1,0,0,R18000036378
20921013,Rental unit in Chicago · 1 bedroom · 1 bed · 1 shared bath,149862178,Judith,,Chicago Lawn,41.77799,-87.68958,Private room,35,32,1,2017-09-19,0.01,1,0,0,City registration pending
22583075,Rental unit in Chicago · ★4.83 · 1 bedroom · 1 bed · 1 private bath,166026106,Olga,,Mckinley Park,41.829,-87.67647,Private room,75,1,75,2023-06-04,1.21,3,323,26,
20933786,Rental unit in Chicago · ★4.83 · 1 bedroom · 1 bed · 1 private bath,139765116,Jose,,Bridgeport,41.84093,-87.66093,Private room,58,32,6,2022-10-10,0.09,6,316,4,
22586737,Rental unit in Chicago · ★4.94 · 1 bedroom · 1 bed · 1 shared bath,166026106,Olga,,Mckinley Park,41.83135,-87.67662,Private room,65,32,31,2021-10-31,0.48,3,136,0,
21472684,Home in Chicago · ★4.81 · 5 bedrooms · 7 beds · 3.5 baths,155934833,J Selena,,Oakland,41.82676,-87.60749,Entire home/apt,300,3,61,2022-12-17,0.92,1,15,6,R22000088477
21474174,Rental unit in Chicago · ★4.81 · 2 bedrooms · 3 beds · 1 bath,11036600,Mari,,Lake View,41.93794,-87.66377,Entire home/apt,100,32,21,2023-02-04,0.31,9,233,1,City registration pending
20947233,Guest suite in Chicago · ★4.92 · 1 bedroom · 1 bed · 1 bath,150629165,Kimberly,,Logan Square,41.920656,-87.681332,Entire home/apt,205,2,268,2023-06-14,3.88,1,157,20,R17000020066
22588022,Rental unit in Chicago · ★4.73 · 1 bedroom · 1 bed · 1 shared bath,166026106,Olga,,Mckinley Park,41.82909,-87.67677,Private room,65,1,33,2023-05-08,0.52,3,98,1,
22598312,Bed and breakfast in Chicago · ★4.82 · 1 bedroom · 1 bed · 1 shared bath,2456789,Mary,,Norwood Park,41.98294,-87.8196,Private room,40,6,196,2023-05-31,3.01,5,159,14,
20985600,Townhouse in Chicago · ★4.88 · 1 bedroom · 1 bed · 1 shared bath,1257936,Paul,,Logan Square,41.91393,-87.71776,Private room,105,7,138,2023-04-01,1.99,2,78,4,
21476855,Rental unit in Chicago · ★4.85 · 1 bedroom · 2 beds · 1 private bath,155979817,Taylor,,Near North Side,41.89202,-87.62708,Private room,88,32,27,2019-08-29,0.40,1,0,0,
20995084,Loft in Chicago · ★4.77 · 3 bedrooms · 5 beds · 2.5 baths,151133847,Candace,,West Town,41.89355,-87.66209,Entire home/apt,599,32,166,2022-08-07,2.60,3,86,3,City registration pending
21486813,Rental unit in Chicago · ★4.95 · 2 bedrooms · 2 beds · 2 baths,127772312,Susan,,North Center,41.95023,-87.68203,Entire home/apt,139,2,175,2023-05-27,2.56,1,46,40,R20000054179
22599315,Rental unit in Chicago · ★4.87 · 2 bedrooms · 2 beds · 1 bath,49260140,Kimberly,,North Center,41.9464,-87.68028,Entire home/apt,199,3,15,2023-04-10,0.24,2,260,4,2209641
22602386,Home in Chicago · ★4.52 · 1 bedroom · 1 bed · 1 shared bath,16667469,Yingbo,,Bridgeport,41.83897,-87.65606,Private room,50,32,23,2020-02-21,0.38,1,0,0,
21009630,Rental unit in Chicago · 1 bedroom · 1 bed · 1 bath,93963977,M,,Near West Side,41.88406,-87.64277,Entire home/apt,139,32,0,,,1,0,0,City registration pending
22627276,Rental unit in Chicago · ★4.45 · 1 bedroom · 2 beds · 2 shared baths,2907254,Joe,,West Ridge,42.01653,-87.68778,Private room,58,1,11,2022-10-09,0.18,16,167,1,
22629758,Rental unit in Chicago · ★5.0 · 1 bedroom · 2 beds · 1 shared bath,91406052,Ashley,,Uptown,41.95689,-87.64718,Private room,26,32,4,2018-03-18,0.06,1,0,0,
21013562,Rental unit in Chicago · ★4.89 · 1 bedroom · 2 beds · 1 bath,151312537,Sara,,Lincoln Park,41.912643,-87.635681,Entire home/apt,106,1,236,2023-06-14,3.42,1,334,45,R21000072680
21488226,Home in Chicago · ★4.93 · 6 bedrooms · 8 beds · 3.5 baths,156059677,Amit,,Avondale,41.93405,-87.70322,Entire home/apt,824,3,188,2023-06-11,2.76,1,144,30,R18000033614
21501639,Rental unit in Chicago · ★4.85 · 2 bedrooms · 1 bed · 1 bath,42437004,Rebecca & Armando,,Hermosa,41.93739,-87.7415,Entire home/apt,47,1,121,2019-10-14,1.76,2,168,0,R17000017685
21028123,Rental unit in Chicago · ★5.0 · 1 bedroom · 1 bed · 1 bath,48329606,Christine,,Lake View,41.9373,-87.65194,Entire home/apt,400,32,3,2022-03-27,0.06,1,90,0,City registration pending
21525948,Condo in Chicago · ★4.80 · 2 bedrooms · 2 beds · 1 bath,4491318,Marie,,Logan Square,41.921225,-87.716037,Entire home/apt,112,1,147,2023-05-09,2.20,2,325,16,R21000061017
22634134,Home in Chicago · ★New · 4 bedrooms · 5 beds · 3.5 baths,21980007,Paul,,West Town,41.894073,-87.66314570000002,Entire home/apt,559,2,0,,,1,119,0,R23000102964
21028700,Guest suite in Chicago · ★4.87 · 1 bedroom · 1 bed · 1 private bath,77530633,Raymond,,Logan Square,41.91489,-87.69734,Private room,101,1,89,2023-05-20,1.36,1,115,16,
22681695,Condo in Chicago · ★4.71 · 1 bedroom · 1 bed · 1 private bath,146845503,Michael A,,Near West Side,41.87868,-87.68661,Private room,85,2,162,2023-06-12,2.52,2,123,29,
21539533,Townhouse in Chicago · ★4.88 · 1 bedroom · 1 bed · 1 private bath,140160049,Zen Chicago,,Kenwood,41.8037,-87.60199,Private room,82,1,249,2023-06-17,3.64,4,264,27,
21039622,Rental unit in Chicago · ★4.99 · 1 bedroom · 1 bed · 1 bath,30937767,Judith,,Lincoln Park,41.92876,-87.65427,Entire home/apt,122,5,80,2023-05-28,1.16,1,303,19,R21000073499
22706699,Rental unit in Chicago · ★4.83 · 1 bedroom · 1 bed · 1 shared bath,250400,Dan,,South Lawndale,41.8524,-87.69648,Private room,75,7,12,2023-01-31,0.22,8,65,6,
21052998,Rental unit in Chicago · ★4.76 · 2 bedrooms · 2 beds · 1 bath,504800,Renata And Jason,,North Center,41.94015884399414,-87.6835708618164,Entire home/apt,78,1,234,2023-06-12,3.39,1,336,39,R21000075333
22713192,Home in Chicago · ★3.75 · 1 bedroom · 1 bed · 1 shared bath,22350971,Mary,,Norwood Park,41.98696,-87.80674,Private room,100,32,5,2019-10-14,0.08,1,364,0,
21545552,Rental unit in Chicago · ★4.93 · 1 bedroom · 2 beds · 1 bath,51767459,Eva,,Dunning,41.93708,-87.81612,Entire home/apt,165,3,245,2023-06-04,3.88,5,32,37,R19000047836
21062555,Rental unit in Chicago · 1 bedroom · 1 bed · 1 shared bath,5363019,Jessica,,Lake View,41.93316,-87.66783,Shared room,21,1,1,2017-10-09,0.01,2,0,0,R17000015046
21075121,Rental unit in Chicago · 1 bedroom · 1 bed · 1 shared bath,6457644,Lia,,Rogers Park,42.00192,-87.66794,Private room,50,32,0,,,1,0,0,
21547974,Condo in Chicago · 2 bedrooms · 2 beds · 1 bath,22169733,Karen,,Lincoln Park,41.91386,-87.63828,Entire home/apt,100,120,0,,,1,166,0,R18000024039
21550660,Rental unit in Chicago · ★4.97 · 2 bedrooms · 2 beds · 2 baths,5633777,Nicole,,West Town,41.91136,-87.67101,Entire home/apt,391,3,37,2022-07-28,0.54,2,10,3,R18000036437
22714487,Rental unit in Chicago · ★4.89 · 2 bedrooms · 2 beds · 1 bath,44302938,Natalie,,Bridgeport,41.83485,-87.65227,Entire home/apt,159,1,282,2023-05-15,4.29,1,52,30,R19000039538
23590263,Rental unit in Chicago · ★4.94 · 3 bedrooms · 3 beds · 1 bath,2069798,Afsha,,Irving Park,41.95942,-87.71171,Entire home/apt,158,1,186,2023-06-12,2.90,6,131,30,R21000069482
22730148,Guest suite in Chicago · ★4.68 · 2 bedrooms · 4 beds · 1 bath,145776020,Levi,,West Ridge,42.00386,-87.69524,Entire home/apt,132,2,96,2023-06-04,1.47,1,21,3,R18000023631
21553035,Townhouse in Chicago · ★4.80 · 3 bedrooms · 3 beds · 1.5 baths,156698136,Dave & K. Dale,,Pullman,41.69094,-87.607,Entire home/apt,134,2,187,2023-06-04,2.79,2,321,26,R22000081314
23591783,Condo in Chicago · ★4.94 · 2 bedrooms · 4 beds · 2 baths,176374215,Morgan,,Lake View,41.94661,-87.65398,Entire home/apt,329,7,36,2020-11-25,0.58,1,0,0,R20000059402
21565589,Rental unit in Chicago · ★4.70 · 3 bedrooms · 3 beds · 1 bath,154850323,Erhan,,North Center,41.93925476074219,-87.68231964111328,Entire home/apt,138,32,176,2023-04-08,2.60,2,315,3,City registration pending
22750307,Guest suite in Chicago · ★4.56 · 2 bedrooms · 2 beds · 1 bath,168001814,Vanessa,,East Garfield Park,41.88219,-87.70706,Entire home/apt,68,32,37,2019-10-20,0.58,1,0,0,R18000034090
23593143,Loft in Chicago · ★4.94 · 1 bedroom · 2 beds · 1 bath,176397025,Sara,,West Town,41.89629,-87.67131,Entire home/apt,177,2,100,2023-06-04,1.57,1,112,19,R21000074675
22752271,Guesthouse in Chicago · ★4.93 · Studio · 1 bed · 1 bath,168025923,Rob,,Bridgeport,41.83357,-87.64838,Entire home/apt,88,2,295,2023-05-29,4.55,1,181,25,R20000053071
21605962,Rental unit in Chicago · ★4.72 · 3 bedrooms · 3 beds · 1.5 baths,53359413,Trinidad,,Lower West Side,41.85616,-87.65013,Entire home/apt,324,2,62,2023-06-04,0.91,1,263,3,R22000076346
23609502,Serviced apartment in Chicago · ★4.75 · 1 bedroom · 1 bed · 1 bath,90362666,Angelika & Zibi,,Jefferson Park,41.97851,-87.76757,Entire home/apt,96,2,197,2023-06-13,3.20,3,134,37,R18000026019
21623896,Rental unit in Chicago · Studio · 3 beds · 2 baths,157304075,Tian,,Near South Side,41.86387,-87.62816,Entire home/apt,88,60,0,,,1,0,0,City registration pending
21636681,Rental unit in Chicago · ★4.50 · 1 bedroom · 1 bed · 1 shared bath,127235673,Alex,,Edgewater,41.98532,-87.67212,Private room,49,1,105,2023-05-23,1.54,9,104,5,
22770609,Rental unit in Chicago · ★4.83 · 1 bedroom · 1 bed · 1 bath,2010015,Martin,,Avondale,41.93493,-87.71985,Entire home/apt,129,14,30,2023-05-19,0.46,6,353,4,R23000097087
23611441,Rental unit in Chicago · ★4.66 · 1 bedroom · 1 bed · 1 bath,17221958,David,,East Garfield Park,41.88571098472084,-87.70191447316427,Entire home/apt,67,4,90,2021-03-31,1.41,1,0,0,R18000024715
22770779,Home in Chicago · ★4.69 · 3 bedrooms · 5 beds · 2.5 baths,30320286,Aqueel,,North Center,41.94491,-87.67901,Entire home/apt,194,32,132,2023-06-01,2.12,1,314,3,City registration pending
21676916,Boutique hotel in Chicago · ★4.71 · 1 bedroom · 4 beds · 1 shared bath,57387860,Freehand,,Near North Side,41.89235,-87.62732,Hotel room,318,1,367,2023-06-01,7.57,23,260,78,R18000024404
23613666,Condo in Chicago · ★4.96 · 1 bedroom · 1 bed · 1 private bath,35681660,Jayme,,Uptown,41.96381,-87.65589,Private room,75,32,100,2020-07-26,1.70,1,0,0,
21677144,Rental unit in Chicago · ★5.0 · 2 bedrooms · 2 beds · 1 bath,157794356,Chris,,Edgewater,41.99433,-87.6693,Entire home/apt,79,32,46,2020-01-12,0.76,1,0,0,R19000042317
23628273,Guest suite in Chicago · ★4.89 · 1 bedroom · 2 beds · 1 bath,28531511,Melissa,,Lincoln Square,41.97049,-87.69239,Entire home/apt,97,2,94,2023-05-30,1.89,1,138,30,R19000040367
21681234,Rental unit in Chicago · ★4.87 · 1 bedroom · 1 bed · 1 bath,157821307,Amy,,Lincoln Square,41.96611,-87.68712,Entire home/apt,118,3,287,2023-05-31,4.22,2,104,41,R18000036311
22827281,Rental unit in Chicago · ★4.53 · 1 bedroom · 1 bed · 1 bath,23612069,Tj,,Lincoln Park,41.92798,-87.64014,Entire home/apt,117,1,341,2023-06-17,5.24,14,47,57,R17000013106
23629667,Rental unit in Chicago · ★4.80 · 1 bedroom · 2 beds · 1 bath,25715675,Joyce,,West Town,41.90838,-87.68801,Entire home/apt,112,3,327,2023-06-15,5.15,7,85,68,R19000048792
22833440,Rental unit in Chicago · ★4.76 · 3 bedrooms · 3 beds · 2 baths,168800001,Mitesh,,Irving Park,41.95619,-87.69927,Entire home/apt,184,4,84,2023-06-11,1.37,1,193,35,R21000075204
21686505,Rental unit in Chicago · ★4.40 · 1 bedroom · 1 bed · 1 bath,39181183,Marie,,West Englewood,41.79269,-87.66573,Entire home/apt,102,2,5,2023-05-28,0.82,1,162,5,R22000094455
23658333,Rental unit in Chicago · ★4.66 · 1 bedroom · 2 beds · 1 bath,1118796,Stephanie,,Loop,41.88627,-87.63384,Entire home/apt,166,2,253,2022-10-18,3.96,13,28,20,City registration pending
21696464,Rental unit in Chicago · ★5.0 · 1 bedroom · 1 bed · 1 bath,20073392,Frankie,,West Town,41.90107,-87.68752,Entire home/apt,133,4,15,2023-06-04,0.23,2,64,4,R17000016419
22886177,Rental unit in Chicago · ★4.81 · 2 bedrooms · 2 beds · 1 bath,2658212,James,,Lake View,41.94298,-87.64762,Entire home/apt,145,2,191,2023-06-15,2.92,4,18,59,R22000081600
22909826,Home in Chicago · ★4.81 · 1 bedroom · 1 bed · 1.5 baths,8186262,April,,Lower West Side,41.85606,-87.66262,Private room,72,2,316,2023-06-02,4.81,2,89,68,
23669582,Home in Chicago · ★4.92 · 2 bedrooms · 3 beds · 2 baths,11266083,Jaime,,West Town,41.90962,-87.67477,Entire home/apt,223,5,214,2023-06-13,3.34,2,255,47,R22000089333
22923422,Rental unit in Chicago · ★4.92 · 2 bedrooms · 2 beds · 1 bath,140659891,Roxanna,,West Town,41.8989,-87.68397,Entire home/apt,100,2,100,2023-06-11,1.54,1,41,30,R19000048894
21700360,Home in Chicago · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,157222289,Elena,,Rogers Park,41.99968,-87.67168,Private room,141,2,14,2023-06-06,0.21,2,351,4,
21700748,Condo in Chicago · ★4.93 · 1 bedroom · 1 bed · 1 private bath,23353615,Felicia,,Uptown,41.962,-87.65156,Private room,90,32,27,2019-10-15,0.42,1,168,0,
23683187,Rental unit in Chicago · ★4.57 · 1 bedroom · 1 bed · 1 bath,3965428,Rob,,Jefferson Park,41.97732,-87.76459,Entire home/apt,81,32,7,2020-03-14,0.12,74,336,0,R19000050595
21701883,Guesthouse in Chicago · ★4.84 · 1 bedroom · 2 beds · 1 bath,2907374,George,,West Town,41.89271,-87.66012,Entire home/apt,101,2,116,2020-03-08,1.71,1,0,0,R19000050567
22955384,Condo in Chicago · ★4.94 · 1 bedroom · 1 bed · 1 private bath,138934538,Dalila,,Albany Park,41.97366,-87.70872,Private room,69,32,49,2022-11-27,0.95,2,168,2,
23683517,Boutique hotel in Chicago · ★4.80 · 1 bedroom · 2 beds · 1 private bath,176229376,Acme,,Near North Side,41.89251,-87.61617,Private room,279,32,165,2023-06-05,2.60,8,239,23,2205899
22986604,Rental unit in Chicago · ★4.97 · 1 bedroom · 1 bed · 1 bath,170461987,Dorothy,,Edgewater,41.98594,-87.66255,Entire home/apt,133,2,148,2023-06-11,2.38,1,278,30,R22000086343
22999010,Home in Chicago · ★4.86 · 4 bedrooms · 4 beds · 2.5 baths,124438226,Amy,,Hyde Park,41.80151,-87.59275,Entire home/apt,364,2,36,2023-06-11,0.57,1,329,21,R21000073484
23006036,Loft in Chicago · ★5.0 · 1 bedroom · 1 bed · 2 baths,162532475,Brandy,,Lincoln Park,41.91227,-87.64275,Entire home/apt,139,32,25,2019-10-30,0.39,2,0,0,R18000023612
23062383,Rental unit in Chicago · 1 bedroom · 1 bed · 1 bath,171198197,Darian,,Avondale,41.93774,-87.72884,Entire home/apt,50,32,1,2018-02-15,0.02,1,0,0,City registration pending
21710408,Townhouse in Chicago · 3 bedrooms · 7 beds · 3.5 baths,158055753,Kimberly,,Logan Square,41.93228,-87.68772,Entire home/apt,527,182,0,,,1,0,0,City registration pending
21712790,Rental unit in Chicago · ★4.53 · 1 bedroom · 1 bed · 1 bath,86333405,Keenan,,Edgewater,41.99469115107561,-87.66967782314522,Entire home/apt,105,1,15,2023-06-12,3.78,1,311,15,R23000095441
21721261,Rental unit in Chicago · ★4.80 · 4 bedrooms · 4 beds · 1 bath,8670834,Dan,,East Garfield Park,41.87802,-87.69514,Entire home/apt,144,32,241,2022-09-19,3.55,3,174,4,City registration pending
21739162,Rental unit in Chicago · ★5.0 · 1 bedroom · 1 bed · 1 bath,31875519,Hannah,,West Town,41.90085,-87.67894,Entire home/apt,72,3,15,2019-12-01,0.22,1,0,0,R17000013756
23684890,Rental unit in Chicago · ★4.39 · 3 bedrooms · 3 beds · 1 bath,160794000,Erick,,Portage Park,41.95565,-87.77319,Entire home/apt,77,1,277,2023-05-29,4.33,1,76,40,R22000091164
21748100,Loft in Chicago · ★4.90 · 1 bedroom · 1 bed · 1 bath,3257065,Samantha,,Logan Square,41.9204,-87.71615,Entire home/apt,137,1,329,2023-04-23,4.85,2,137,45,R18000036389
21772526,Rental unit in Chicago · ★4.93 · 1 bedroom · 1 bed · 1 bath,157222289,Elena,,Edgewater,41.99767,-87.67249,Entire home/apt,134,2,96,2023-05-30,1.44,2,348,18,R17000022274
23076088,Home in Chicago · ★4.27 · 2 bedrooms · 2 beds · 1 bath,171328641,May,,Bridgeport,41.83541,-87.65635,Entire home/apt,103,14,15,2021-09-22,0.23,2,358,0,R17000015775
23092764,Rental unit in Chicago · 1 bedroom · 1 bed · 1 shared bath,45002013,Hussein,,Albany Park,41.96743,-87.70647,Private room,70,32,0,,,1,0,0,City registration pending
23108939,Rental unit in Chicago · ★4.55 · 1 bedroom · 1 bed · 1 bath,171696284,Jaiber,,Douglas,41.83751,-87.61532,Entire home/apt,100,1,46,2019-02-24,0.71,1,0,0,R18000024017
23687181,Rental unit in Chicago · ★4.76 · 2 bedrooms · 2 beds · 1 bath,177418403,Tina,,Grand Boulevard,41.81183,-87.61685,Entire home/apt,165,32,52,2021-08-08,0.84,1,261,0,City registration pending
23122592,Rental unit in Chicago · ★4.82 · 1 bedroom · 1 bed · 2 shared baths,2907254,Joe,,West Ridge,42.01653,-87.68778,Shared room,27,1,131,2023-05-01,2.02,16,158,19,R21000075752
23123158,Rental unit in Chicago · ★4.88 · 1 bedroom · 1 bed · 2 shared baths,2907254,Joe,,West Ridge,42.01653,-87.68778,Shared room,27,1,50,2023-05-01,0.82,16,173,12,R21000075752
21783531,Rental unit in Chicago · ★4.83 · 2 bedrooms · 3 beds · 2 baths,155409587,Drew,,West Town,41.890907,-87.649632,Entire home/apt,181,1,247,2023-06-04,3.65,1,340,39,R23000097816
21784716,Townhouse in Chicago · ★4.50 · 3 bedrooms · 4 beds · 2.5 baths,210023846,Athena,,Lincoln Park,41.92273,-87.65338,Entire home/apt,389,3,159,2023-06-11,2.35,1,320,22,R19000045411
23744056,Rental unit in Chicago · ★4.97 · 1 bedroom · 1 bed · 1 bath,16707041,Matthew,,Near West Side,41.88555,-87.64192,Entire home/apt,270,2,37,2023-06-03,0.60,2,146,8,R21000072734
21788299,Rental unit in Chicago · ★4.90 · 1 bedroom · 1 bed · 1.5 baths,48049735,Cory,,Logan Square,41.91678,-87.67189,Entire home/apt,239,32,10,2019-08-11,0.15,1,0,0,R18000022666
23146021,Rental unit in Chicago · ★4.97 · 2 bedrooms · 2 beds · 1 bath,90536332,Kitty,,Logan Square,41.9155,-87.70285,Entire home/apt,106,2,231,2023-06-02,3.55,1,276,49,R19000039019
23756712,Rental unit in Chicago · ★4.96 · 1 bedroom · 1 bed · 1 bath,37607540,Kristine,,Lake View,41.934,-87.65164,Entire home/apt,149,2,132,2023-06-15,2.40,2,44,40,R17000013418
23768638,Rental unit in Chicago · ★4.80 · 2 bedrooms · 2 beds · 1 bath,13005461,Nathan,,Logan Square,41.91526,-87.68751,Entire home/apt,127,3,247,2023-05-24,3.86,2,33,37,R22000082068
23167825,Rental unit in Chicago · ★4.88 · 2 bedrooms · 2 beds · 1 bath,172229895,Bel,,Lower West Side,41.857133788077405,-87.65558347928079,Entire home/apt,162,2,276,2023-06-12,4.31,3,275,58,R18000036971
21797009,Condo in Chicago · 2 bedrooms · 3 beds · 2 baths,158843989,Daniel,,Near North Side,41.89059,-87.62102,Entire home/apt,280,32,0,,,1,0,0,MGP6423319
21798344,Condo in Chicago · ★5.0 · 3 bedrooms · 2 beds · 1 bath,12518382,Carmen,,Edgewater,41.99776,-87.66757,Entire home/apt,250,2,3,2018-07-29,0.04,1,0,0,R17000013546
23782141,Rental unit in Chicago · ★4.61 · 2 bedrooms · 2 beds · 1 bath,178254690,Anthony Lawrence,,Logan Square,41.925033,-87.697156,Entire home/apt,95,1,145,2023-06-13,2.27,1,350,43,R21000073360
21802525,Condo in Chicago · 1 bedroom · 1 bed · 1 private bath,43831440,Austin,,Near North Side,41.89404,-87.64169,Private room,150,32,0,,,1,0,0,
23186981,Rental unit in Chicago · 1 bedroom · 1 bed · 1 shared bath,142471041,Micheal,,West Town,41.89522,-87.69415,Private room,44,32,1,2018-03-11,0.02,1,0,0,City registration pending
23202465,Rental unit in Chicago · ★4.81 · 1 bedroom · 2 beds · 1 bath,11981271,Cory,,West Town,41.891336,-87.679605,Entire home/apt,101,32,218,2023-05-31,3.37,3,307,2,R21000062554
23785794,Home in Chicago · ★4.75 · 4 bedrooms · 4 beds · 2 baths,111959055,Tony,,Irving Park,41.95829,-87.7207,Entire home/apt,115,32,8,2019-08-25,0.13,2,0,0,City registration pending
21808592,Home in Chicago · ★4.77 · 1 bedroom · 1 bed · 1 shared bath,158948610,Michael,,Jefferson Park,41.97531,-87.78558,Private room,46,1,118,2023-06-13,1.76,3,282,25,
23799502,Rental unit in Chicago · ★4.82 · 4 bedrooms · 5 beds · 2 baths,17035591,Joshua,,Lake View,41.96143,-87.66714,Entire home/apt,312,2,210,2023-06-16,3.28,6,321,43,R20000051699
21810308,Townhouse in Chicago · 3 bedrooms · 5 beds · 2.5 baths,158965964,Laurie,,Lake View,41.94365,-87.65825,Entire home/apt,290,32,0,,,1,0,0,City registration pending
23223330,Condo in Chicago · ★4.84 · Studio · 2 beds · 1 bath,172755286,Justin,,Lake View,41.94031,-87.64319,Entire home/apt,237,1,266,2023-06-12,4.28,2,26,31,R19000042243
23842375,Condo in Chicago · ★4.60 · 2 bedrooms · 3 beds · 1 bath,88043568,Alex,,Lake View,41.94257,-87.65434,Entire home/apt,140,32,15,2018-05-28,0.24,2,0,0,City registration pending
23233115,Rental unit in Chicago · ★4.84 · 2 bedrooms · 3 beds · 1 bath,7704837,Jason,,North Center,41.95428,-87.6743,Entire home/apt,127,4,146,2023-06-07,2.28,1,190,28,R19000049534
21810646,Townhouse in Chicago · 3 bedrooms · 4 beds · 2 baths,158969107,Oona,,Near South Side,41.85742,-87.6278,Entire home/apt,220,32,0,,,1,0,0,City registration pending
21812384,Rental unit in Chicago · ★5.0 · 1 bedroom · 1 bed · 1 bath,24388042,DeLuxe,,Near North Side,41.89252,-87.6197,Entire home/apt,249,32,5,2022-03-01,0.07,13,282,0,DOB-111617
23844764,Condo in Chicago · ★4.88 · 2 bedrooms · 4 beds · 1 bath,178710732,Annie,,Armour Square,41.85313,-87.63256,Entire home/apt,209,2,119,2023-05-29,1.95,16,206,24,R21000072611
21817363,Rental unit in Chicago · ★4.84 · 3 bedrooms · 3 beds · 2 baths,8480922,Samuel,,Albany Park,41.96706,-87.70705,Entire home/apt,180,2,351,2023-06-16,5.26,4,115,64,R17000020943
21837424,Home in Oak Lawn · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,44345503,Freda,,Mount Greenwood,41.7108,-87.721,Private room,35,30,13,2020-08-31,0.19,1,0,0,
23234733,Condo in Chicago · ★4.66 · 4 bedrooms · 4 beds · 2 baths,19645168,Brandon,,Lake View,41.93279,-87.65803,Entire home/apt,619,2,130,2023-05-29,2.08,15,185,23,R19000050532
23248272,Condo in Chicago · ★4.76 · 2 bedrooms · 2 beds · 2 baths,20490917,Robert,,Lincoln Park,41.913808,-87.640147,Entire home/apt,118,1,178,2023-06-04,2.76,2,319,43,R21000070485
23850772,Condo in Chicago · ★5.0 · 2 bedrooms · 2 beds · 2 baths,179134188,Ryan,,Lake View,41.94232,-87.6699,Entire home/apt,185,30,25,2023-04-23,0.41,1,230,6,R18000032021
23293249,Rental unit in Chicago · ★4.77 · 1 bedroom · 2 beds · 1 bath,4401063,Angela,,Lincoln Park,41.92164,-87.6616,Entire home/apt,117,2,460,2023-06-15,7.11,1,69,68,R21000075959
23403435,Rental unit in Chicago · 1 bedroom · 2 beds · 1 private bath,163179151,Elizabeth,,South Shore,41.76944,-87.57338,Private room,89,32,2,2019-10-22,0.04,2,364,0,
21839421,Rental unit in Chicago · ★4.85 · 4 bedrooms · 5 beds · 3 baths,22345626,Dubbs,,West Town,41.90692,-87.69479,Entire home/apt,380,3,144,2023-04-30,2.16,3,347,13,R22000080549
23874369,Rental unit in Chicago · ★4.77 · 2 bedrooms · 2 beds · 1 bath,179367980,Wendy And Matt,,Near North Side,41.90881,-87.63284,Entire home/apt,270,2,230,2023-06-01,3.61,12,32,40,R19000049506
21856463,Rental unit in Chicago · ★4.93 · 2 bedrooms · 3 beds · 2 baths,5833977,Emily,,West Town,41.9026,-87.6713,Entire home/apt,304,1,92,2023-06-04,1.43,1,328,30,R21000075042
21860008,Hostel in Chicago · ★4.54 · 1 bedroom · 11 beds · 11.5 shared baths,7391164,Wrigley Hostel,,Lake View,41.94587,-87.65463,Shared room,75,32,24,2020-09-14,0.36,5,114,0,R18000030186
23453052,Guest suite in Chicago · ★4.96 · 1 bedroom · 1 bed · 1 bath,4134413,Luis,,North Center,41.96059117417657,-87.69151049749067,Entire home/apt,122,2,94,2023-05-28,1.49,1,10,5,R22000091332
23883067,Rental unit in Chicago · 1 bedroom · 1 bed · 1 shared bath,36714301,Sean,,Near North Side,41.89759,-87.63667,Shared room,60,32,1,2018-04-08,0.02,1,0,0,City registration pending
23467251,Home in Chicago · ★4.66 · 1 bedroom · 2 shared baths,691000,Nonya,,West Englewood,41.77243,-87.67379,Shared room,25,32,32,2023-01-30,0.51,17,321,5,R17000014173
21862111,Guest suite in Chicago · ★4.95 · 1 bedroom · 3 beds · 1 bath,72951726,Kathleen,,Lincoln Square,41.965954,-87.694283,Entire home/apt,128,2,208,2023-06-14,3.09,1,177,54,R19000037428
23883226,Home in Chicago · ★4.30 · 5 bedrooms · 6 beds · 2 baths,65299403,Rod,,Brighton Park,41.81699,-87.69214,Entire home/apt,375,32,27,2022-09-19,1.33,2,356,5,R19000042374
21862235,Rental unit in Chicago · ★4.93 · 2 bedrooms · 3 beds · 2 baths,99798589,Bridget,,West Town,41.89214,-87.65875,Entire home/apt,193,5,176,2023-06-14,2.72,1,159,57,R20000054778
